species.name,longitude,latitude
Euoniticellus intermedius,33.644,-25.052
Euoniticellus intermedius,29.3,-24.883333
Euoniticellus intermedius,28.6,-25.776
Euoniticellus intermedius,27.937,-25.668
Euoniticellus intermedius,31.117,-23.95
Euoniticellus intermedius,31.443,-25.52
Euoniticellus intermedius,32.083,-28.083
Euoniticellus intermedius,30.678,-25.575
Euoniticellus intermedius,27.37,-27
Euoniticellus intermedius,26.708,-29.197
Euoniticellus intermedius,26.616667,-25.833333
Euoniticellus intermedius,32.85,-26.5
Euoniticellus intermedius,28.233333,-25.366667
Euoniticellus intermedius,28.183333,-25.366667
Euoniticellus intermedius,18.383333,-33.383333
Euoniticellus intermedius,28.116667,-25.616667
Euoniticellus intermedius,28.183333,-25.733333
Euoniticellus intermedius,30.816667,-20.166667
Euoniticellus intermedius,22.416667,-31.2
Euoniticellus intermedius,31.566667,-23.866667
Euoniticellus intermedius,35.529444,-18.665556
Euoniticellus intermedius,32.283333,-28.033333
Euoniticellus intermedius,32.3,-26.916667
Euoniticellus intermedius,29.383333,-25.15
Euoniticellus intermedius,20.116667,-25.866667
Euoniticellus intermedius,20.616667,-26.3
Euoniticellus intermedius,28.05,-23.55
Euoniticellus intermedius,15.165556,-20.312222
Euoniticellus intermedius,14.666667,-17.416667
Euoniticellus intermedius,18.783333,-17.75
Euoniticellus intermedius,30.8,-30.2
Euoniticellus intermedius,25.916,-24.66
Euoniticellus intermedius,27.233333,-25.666667
Euoniticellus intermedius,28.083333,-26.2
Euoniticellus intermedius,27.116667,-25.2
Euoniticellus intermedius,25.8,-25.383333
Euoniticellus intermedius,32.033333,-27.616667
Euoniticellus intermedius,27.25,-25.666667
Euoniticellus intermedius,32.739167,-26.985556
Euoniticellus intermedius,28.216667,-25.7
Euoniticellus intermedius,30.866667,-24.533333
Euoniticellus intermedius,26.666667,-26.866667
Euoniticellus intermedius,28.583333,-20.183333
Euoniticellus intermedius,31.016667,-24.133333
Euoniticellus intermedius,29.75,-22.966667
Euoniticellus intermedius,14.25,-17.5
Euoniticellus intermedius,35.333333,-15.383333
Euoniticellus intermedius,16.625,-20.375
Euoniticellus intermedius,17.125,-20.625
Euoniticellus intermedius,17.1,-22.566667
Euoniticellus intermedius,18.875,-19.375
Euoniticellus intermedius,18.125,-19.375
Euoniticellus intermedius,17.333333,-19.65
Euoniticellus intermedius,24.766667,-28.733333
Euoniticellus intermedius,18.466667,-33.95
Euoniticellus intermedius,25.55,-33.466667
Euoniticellus intermedius,28.2,-25.866667
Euoniticellus intermedius,25.540833,-33.47
Euoniticellus intermedius,25.65,-25.866667
Euoniticellus intermedius,25.6,-33.966667
Euoniticellus intermedius,24.625,-26.875
Euoniticellus intermedius,29.466667,-23.75
Euoniticellus intermedius,30.266667,-24.033333
Euoniticellus intermedius,30.533333,-19.116667
Euoniticellus intermedius,32.666667,-18.966667
Euoniticellus intermedius,31.033333,-17.833333
Euoniticellus intermedius,28.625,-20.125
Euoniticellus intermedius,19.45,-33.683333
Euoniticellus intermedius,17.083333,-22.566667
Euoniticellus intermedius,16.966667,-22.3
Euoniticellus intermedius,29.004722,-25.182222
Euoniticellus intermedius,32,-28
Euoniticellus intermedius,31.957506,-28.252653
Euoniticellus intermedius,31.6615,-25.443242
Euoniticellus intermedius,24.5,-10
Euoniticellus intermedius,29.733333,-22.95
Euoniticellus intermedius,29.066667,-23.05
Euoniticellus intermedius,28.083333,-26.066667
Euoniticellus intermedius,27.933333,-25.85
Euoniticellus intermedius,31.966667,-25.133333
Euoniticellus intermedius,29.883333,-29
Euoniticellus intermedius,25.875,-17.875
Euoniticellus intermedius,30.48,-1.88
